date,time,temp_c,humidity_pct
2025-01-16,22:30,18.2,83
2025-01-16,22:45,17.6,82
2025-01-16,23:00,19.6,78
2025-01-16,23:15,20.9,80
2025-01-16,23:30,22.0,80
2025-01-16,23:45,22.2,75
2025-01-16,00:00,20.6,77
2025-01-16,00:15,22.9,75
2025-01-16,00:30,22.4,75
2025-01-16,00:45,25.3,80
2025-01-17,00:00,23.3,82
2025-01-17,00:15,23.9,78
2025-01-17,00:30,24.5,84
2025-01-17,00:45,23.4,82
2025-01-17,01:00,26.0,78
2025-01-17,01:15,26.1,81
2025-01-17,01:30,24.8,78
2025-01-17,01:45,26.1,80
2025-01-17,02:00,27.2,80
2025-01-17,02:15,28.1,81
2025-01-17,02:30,28.7,71
2025-01-17,02:45,29.5,78
2025-01-17,03:00,30.5,78
2025-01-17,03:15,30.2,71
2025-01-17,03:30,31.4,76
2025-01-17,03:45,29.1,68
2025-01-17,04:00,30.7,69
2025-01-17,04:15,29.5,70
2025-01-17,04:30,32.0,64
2025-01-17,04:45,30.9,68
2025-01-17,05:00,31.1,68
2025-01-17,05:15,31.5,68
2025-01-17,05:30,32.5,67
2025-01-17,05:45,31.1,61
2025-01-17,06:00,31.5,62
2025-01-17,06:15,30.9,57
2025-01-17,06:30,30.5,60
2025-01-17,06:45,31.4,57
2025-01-17,07:00,31.7,58
2025-01-17,07:15,31.4,53
2025-01-17,07:30,30.4,55
2025-01-17,07:45,30.2,46
2025-01-17,08:00,30.0,50
2025-01-17,08:15,29.3,49
2025-01-17,08:30,28.5,49
2025-01-17,08:45,29.1,51
2025-01-17,09:00,29.0,45
2025-01-17,09:15,27.8,44
2025-01-17,09:30,27.1,39
2025-01-17,09:45,28.2,47
2025-01-17,10:00,27.5,40
2025-01-17,10:15,26.3,43
2025-01-17,10:30,25.7,45
2025-01-17,10:45,24.7,39
2025-01-17,11:00,24.4,38
2025-01-17,11:15,23.6,38
2025-01-17,11:30,23.8,43
2025-01-17,11:45,21.2,42
2025-01-17,12:00,21.1,35
2025-01-17,12:15,20.4,44
2025-01-17,12:30,19.3,42
2025-01-17,12:45,19.1,38
2025-01-17,13:00,20.5,40
2025-01-17,13:15,19.5,45
2025-01-17,13:30,18.6,38
2025-01-17,13:45,16.2,38
2025-01-17,14:00,18.4,39
2025-01-17,14:15,17.3,42
2025-01-17,14:30,15.0,40
2025-01-17,14:45,16.3,40
2025-01-17,15:00,15.9,41
2025-01-17,15:15,13.0,51
2025-01-17,15:30,12.6,49
2025-01-17,15:45,13.5,48
2025-01-17,16:00,14.5,47
2025-01-17,16:15,13.7,47
2025-01-17,16:30,11.7,51
2025-01-17,16:45,11.7,53
2025-01-17,17:00,13.1,53
2025-01-17,17:15,13.3,60
2025-01-17,17:30,11.9,55
2025-01-17,17:45,11.9,53
2025-01-17,18:00,12.2,56
2025-01-17,18:15,11.7,62
2025-01-17,18:30,12.9,60
2025-01-17,18:45,11.7,59
2025-01-17,19:00,11.8,61
2025-01-17,19:15,13.9,70
2025-01-17,19:30,11.9,72
2025-01-17,19:45,11.6,66
2025-01-17,20:00,12.9,73
2025-01-17,20:15,13.1,74
2025-01-17,20:30,15.3,74
2025-01-17,20:45,15.1,76
2025-01-17,21:00,16.2,71
2025-01-17,21:15,14.0,78
2025-01-17,21:30,15.6,78
2025-01-17,21:45,17.6,73
2025-01-17,22:00,17.5,77
2025-01-17,22:15,17.5,80
2025-01-17,22:30,17.0,74
2025-01-17,22:45,17.8,80
2025-01-17,23:00,20.8,79
2025-01-17,23:15,20.8,77
2025-01-17,23:30,20.5,84
2025-01-17,23:45,21.5,83
2025-01-17,00:00,22.4,82
2025-01-17,00:15,23.0,76
2025-01-17,00:30,22.6,84
2025-01-17,00:45,23.7,84
2025-01-18,00:00,22.5,80
2025-01-18,00:15,23.3,84
2025-01-18,00:30,22.5,81
2025-01-18,00:45,25.1,80
2025-01-18,01:00,23.4,83
2025-01-18,01:15,24.1,80
2025-01-18,01:30,25.1,75
2025-01-18,01:45,26.2,77
2025-01-18,02:00,27.9,81
2025-01-18,02:15,26.1,73
2025-01-18,02:30,28.3,76
2025-01-18,02:45,27.4,76
2025-01-18,03:00,29.9,71
2025-01-18,03:15,31.0,69
2025-01-18,03:30,29.0,74
2025-01-18,03:45,31.2,72
2025-01-18,04:00,30.1,66
2025-01-18,04:15,30.7,70
2025-01-18,04:30,30.8,64
2025-01-18,04:45,30.9,69
2025-01-18,05:00,33.0,64
2025-01-18,05:15,32.3,60
2025-01-18,05:30,32.9,61
2025-01-18,05:45,30.5,60
2025-01-18,06:00,31.5,63
2025-01-18,06:15,31.7,61
2025-01-18,06:30,31.5,55
2025-01-18,06:45,32.0,54
2025-01-18,07:00,32.0,56
2025-01-18,07:15,32.2,51
2025-01-18,07:30,32.3,55
2025-01-18,07:45,31.0,50
2025-01-18,08:00,29.6,51
2025-01-18,08:15,31.3,51
2025-01-18,08:30,29.8,46
2025-01-18,08:45,29.1,46
2025-01-18,09:00,28.8,49
2025-01-18,09:15,29.3,40
2025-01-18,09:30,28.5,46
2025-01-18,09:45,27.6,41
2025-01-18,10:00,27.7,39
2025-01-18,10:15,25.8,42
2025-01-18,10:30,26.3,41
2025-01-18,10:45,24.9,40
2025-01-18,11:00,24.5,38
2025-01-18,11:15,24.3,39
2025-01-18,11:30,23.2,44
2025-01-18,11:45,21.8,36
2025-01-18,12:00,21.2,39
2025-01-18,12:15,21.5,39
2025-01-18,12:30,21.7,40
2025-01-18,12:45,20.0,35
2025-01-18,13:00,19.4,43
2025-01-18,13:15,17.8,46
2025-01-18,13:30,16.9,38
2025-01-18,13:45,17.7,38
2025-01-18,14:00,18.2,39
2025-01-18,14:15,17.8,42
2025-01-18,14:30,16.6,45
2025-01-18,14:45,16.8,49
2025-01-18,15:00,14.6,42
2025-01-18,15:15,13.3,46
2025-01-18,15:30,14.3,43
2025-01-18,15:45,13.8,49
2025-01-18,16:00,14.1,52
2025-01-18,16:15,11.9,49
2025-01-18,16:30,13.6,55
2025-01-18,16:45,13.9,57
2025-01-18,17:00,12.7,56
2025-01-18,17:15,12.6,54
2025-01-18,17:30,13.1,55
2025-01-18,17:45,12.4,56
2025-01-18,18:00,13.3,63
2025-01-18,18:15,10.6,61
2025-01-18,18:30,13.5,63
2025-01-18,18:45,10.9,68
2025-01-18,19:00,13.4,62
2025-01-18,19:15,11.6,69
2025-01-18,19:30,12.2,65
2025-01-18,19:45,11.8,73
2025-01-18,20:00,12.0,66
2025-01-18,20:15,14.9,70
2025-01-18,20:30,14.7,73
2025-01-18,20:45,14.9,75
2025-01-18,21:00,16.4,69
2025-01-18,21:15,14.6,79
2025-01-18,21:30,15.2,73
2025-01-18,21:45,17.3,74
2025-01-18,22:00,16.5,79
2025-01-18,22:15,17.9,80
2025-01-18,22:30,17.0,74
2025-01-18,22:45,20.3,82
2025-01-18,23:00,20.2,80
2025-01-18,23:15,21.0,77
2025-01-18,23:30,20.6,79
2025-01-18,23:45,21.1,81
2025-01-18,00:00,22.8,84
2025-01-18,00:15,24.0,79
2025-01-18,00:30,22.6,83
2025-01-18,00:45,22.9,77
2025-01-19,00:00,21.4,81
2025-01-19,00:15,22.2,79
2025-01-19,00:30,22.0,81
2025-01-19,00:45,23.0,81
2025-01-19,01:00,23.5,81
2025-01-19,01:15,26.0,80
2025-01-19,01:30,25.7,81
2025-01-19,01:45,27.7,74
2025-01-19,02:00,28.2,81
2025-01-19,02:15,26.2,79
2025-01-19,02:30,28.9,77
2025-01-19,02:45,27.7,79
2025-01-19,03:00,27.9,76
2025-01-19,03:15,28.8,68
2025-01-19,03:30,30.8,72
2025-01-19,03:45,31.6,66
2025-01-19,04:00,29.2,69
2025-01-19,04:15,29.5,72
2025-01-19,04:30,32.1,72
2025-01-19,04:45,32.1,68
2025-01-19,05:00,32.8,63
2025-01-19,05:15,31.5,67
2025-01-19,05:30,32.2,66
2025-01-19,05:45,31.3,59
2025-01-19,06:00,31.3,64
2025-01-19,06:15,31.0,59
2025-01-19,06:30,33.3,56
2025-01-19,06:45,31.2,51
2025-01-19,07:00,32.0,56
2025-01-19,07:15,30.6,50
2025-01-19,07:30,31.2,55
2025-01-19,07:45,31.0,48
2025-01-19,08:00,29.2,45
2025-01-19,08:15,29.6,47
2025-01-19,08:30,30.6,50
2025-01-19,08:45,29.2,43
2025-01-19,09:00,28.3,46
2025-01-19,09:15,27.2,46
2025-01-19,09:30,28.2,43
2025-01-19,09:45,28.5,45
2025-01-19,10:00,25.8,42
2025-01-19,10:15,27.3,37
2025-01-19,10:30,27.0,43
2025-01-19,10:45,24.3,42
2025-01-19,11:00,25.8,44
2025-01-19,11:15,24.4,38
2025-01-19,11:30,24.4,40
2025-01-19,11:45,22.0,40
2025-01-19,12:00,22.8,40
2025-01-19,12:15,21.9,35
2025-01-19,12:30,21.1,35
2025-01-19,12:45,19.7,38
2025-01-19,13:00,18.4,38
2025-01-19,13:15,19.2,39
2025-01-19,13:30,17.1,41
2025-01-19,13:45,18.4,44
2025-01-19,14:00,17.8,45
2025-01-19,14:15,15.8,48
2025-01-19,14:30,17.2,39
2025-01-19,14:45,15.9,49
2025-01-19,15:00,13.8,49
2025-01-19,15:15,14.6,42
2025-01-19,15:30,12.7,52
2025-01-19,15:45,13.1,53
2025-01-19,16:00,13.2,49
2025-01-19,16:15,13.0,54
2025-01-19,16:30,12.6,56
2025-01-19,16:45,13.4,55
2025-01-19,17:00,13.0,50
2025-01-19,17:15,12.6,60
2025-01-19,17:30,12.7,53
2025-01-19,17:45,12.9,53
2025-01-19,18:00,11.3,63
2025-01-19,18:15,11.5,66
2025-01-19,18:30,12.0,64
2025-01-19,18:45,12.1,60
2025-01-19,19:00,13.4,69
2025-01-19,19:15,12.5,65
2025-01-19,19:30,13.7,69
2025-01-19,19:45,11.9,71
2025-01-19,20:00,13.8,73
2025-01-19,20:15,14.5,73
2025-01-19,20:30,15.0,72
2025-01-19,20:45,14.3,68
2025-01-19,21:00,16.1,75
2025-01-19,21:15,13.9,76
2025-01-19,21:30,14.7,80
2025-01-19,21:45,16.4,74
2025-01-19,22:00,17.9,78
2025-01-19,22:15,18.4,76
2025-01-19,22:30,17.7,74
2025-01-19,22:45,19.1,82
2025-01-19,23:00,19.3,78
2025-01-19,23:15,21.0,81
2025-01-19,23:30,20.9,81
2025-01-19,23:45,22.4,83
2025-01-19,00:00,23.1,75
2025-01-19,00:15,21.2,83
2025-01-19,00:30,23.9,82
2025-01-19,00:45,23.0,74
2025-01-20,00:00,22.5,77
2025-01-20,00:15,23.2,81
2025-01-20,00:30,23.8,80
2025-01-20,00:45,23.3,78
2025-01-20,01:00,23.6,83
2025-01-20,01:15,24.6,79
2025-01-20,01:30,26.6,81
2025-01-20,01:45,25.8,75
2025-01-20,02:00,26.1,80
2025-01-20,02:15,28.7,76
2025-01-20,02:30,29.5,73
2025-01-20,02:45,29.2,73
2025-01-20,03:00,29.8,70
2025-01-20,03:15,29.4,71
2025-01-20,03:30,29.1,76
2025-01-20,03:45,30.2,71
2025-01-20,04:00,31.3,73
2025-01-20,04:15,29.7,70
2025-01-20,04:30,30.3,63
2025-01-20,04:45,32.0,65
2025-01-20,05:00,33.0,68
2025-01-20,05:15,32.3,67
2025-01-20,05:30,32.4,60
2025-01-20,05:45,31.8,62
2025-01-20,06:00,31.1,59
2025-01-20,06:15,32.3,56
2025-01-20,06:30,32.5,58
2025-01-20,06:45,30.9,53
2025-01-20,07:00,31.7,50
2025-01-20,07:15,32.2,56
2025-01-20,07:30,31.2,56
2025-01-20,07:45,31.8,47
2025-01-20,08:00,31.8,47
2025-01-20,08:15,31.4,45
2025-01-20,08:30,30.0,46
2025-01-20,08:45,29.2,44
2025-01-20,09:00,29.9,43
2025-01-20,09:15,27.5,49
2025-01-20,09:30,27.8,48
2025-01-20,09:45,27.4,45
2025-01-20,10:00,26.4,46
2025-01-20,10:15,26.7,42
2025-01-20,10:30,26.6,37
2025-01-20,10:45,25.7,42
2025-01-20,11:00,25.6,42
2025-01-20,11:15,23.7,38
2025-01-20,11:30,23.5,37
2025-01-20,11:45,22.1,39
2025-01-20,12:00,22.3,35
2025-01-20,12:15,21.6,43
2025-01-20,12:30,21.1,36
2025-01-20,12:45,20.2,39
2025-01-20,13:00,18.0,41
2025-01-20,13:15,18.7,44
2025-01-20,13:30,19.5,42
2025-01-20,13:45,17.5,40
2025-01-20,14:00,16.7,45
2025-01-20,14:15,15.0,42
2025-01-20,14:30,16.6,48
2025-01-20,14:45,14.9,43
2025-01-20,15:00,14.9,47
2025-01-20,15:15,15.3,42
2025-01-20,15:30,14.6,46
2025-01-20,15:45,14.5,47
2025-01-20,16:00,12.1,45
2025-01-20,16:15,12.0,51
2025-01-20,16:30,12.9,48
2025-01-20,16:45,11.8,55
2025-01-20,17:00,13.5,58
2025-01-20,17:15,13.3,51
2025-01-20,17:30,11.9,61
2025-01-20,17:45,12.8,54
2025-01-20,18:00,13.4,61
2025-01-20,18:15,12.1,59
2025-01-20,18:30,13.5,64
2025-01-20,18:45,11.8,63
2025-01-20,19:00,12.6,62
2025-01-20,19:15,12.2,70
2025-01-20,19:30,14.3,65
2025-01-20,19:45,13.9,71
2025-01-20,20:00,13.9,69
2025-01-20,20:15,14.4,70
2025-01-20,20:30,15.2,73
2025-01-20,20:45,14.6,77
2025-01-20,21:00,14.6,70
2025-01-20,21:15,16.9,72
2025-01-20,21:30,15.9,78
2025-01-20,21:45,15.7,72
2025-01-20,22:00,15.6,77
2025-01-20,22:15,16.2,73
2025-01-20,22:30,17.8,83
2025-01-20,22:45,18.9,77
2025-01-20,23:00,20.3,83
2025-01-20,23:15,21.1,77
2025-01-20,23:30,21.4,80
2025-01-20,23:45,21.2,79
2025-01-20,00:00,22.3,77
2025-01-20,00:15,23.7,81
2025-01-20,00:30,21.9,81
2025-01-20,00:45,24.8,74
2025-01-21,00:00,20.7,84
2025-01-21,00:15,23.8,75
2025-01-21,00:30,23.1,76
2025-01-21,00:45,23.1,77
2025-01-21,01:00,25.4,77
2025-01-21,01:15,25.2,80
2025-01-21,01:30,27.1,73
2025-01-21,01:45,27.8,79
2025-01-21,02:00,25.9,82
2025-01-21,02:15,27.2,74
2025-01-21,02:30,26.8,80
2025-01-21,02:45,27.1,79
2025-01-21,03:00,29.9,74
2025-01-21,03:15,29.6,77
2025-01-21,03:30,29.0,73
2025-01-21,03:45,30.5,73
2025-01-21,04:00,32.1,71
2025-01-21,04:15,29.6,66
2025-01-21,04:30,30.3,71
2025-01-21,04:45,32.8,62
2025-01-21,05:00,31.5,61
2025-01-21,05:15,30.5,65
2025-01-21,05:30,30.8,65
2025-01-21,05:45,31.9,62
2025-01-21,06:00,32.2,59
2025-01-21,06:15,31.3,61
2025-01-21,06:30,32.9,58
2025-01-21,06:45,32.1,55
2025-01-21,07:00,31.2,53
2025-01-21,07:15,32.0,51
2025-01-21,07:30,29.9,49
2025-01-21,07:45,31.2,52
2025-01-21,08:00,29.5,46
2025-01-21,08:15,30.6,44
2025-01-21,08:30,30.1,49
2025-01-21,08:45,28.9,47
2025-01-21,09:00,29.5,44
2025-01-21,09:15,29.5,47
2025-01-21,09:30,28.5,47
2025-01-21,09:45,26.3,45
2025-01-21,10:00,27.9,38
2025-01-21,10:15,27.7,45
2025-01-21,10:30,26.5,37
2025-01-21,10:45,24.1,43
2025-01-21,11:00,23.2,41
2025-01-21,11:15,24.8,40
2025-01-21,11:30,24.3,42
2025-01-21,11:45,23.7,43
2025-01-21,12:00,21.4,35
2025-01-21,12:15,21.5,39
2025-01-21,12:30,20.1,43
2025-01-21,12:45,19.9,44
2025-01-21,13:00,19.1,36
2025-01-21,13:15,18.0,42
2025-01-21,13:30,17.6,44
2025-01-21,13:45,16.3,38
2025-01-21,14:00,16.9,45
2025-01-21,14:15,15.9,46
2025-01-21,14:30,16.8,46
2025-01-21,14:45,15.8,44
2025-01-21,15:00,13.5,48
2025-01-21,15:15,15.7,51
2025-01-21,15:30,13.6,42
2025-01-21,15:45,14.3,52
2025-01-21,16:00,13.7,47
2025-01-21,16:15,14.2,50
2025-01-21,16:30,14.2,57
2025-01-21,16:45,13.8,55
2025-01-21,17:00,13.7,53
2025-01-21,17:15,11.7,59
2025-01-21,17:30,10.9,56
2025-01-21,17:45,12.4,58
2025-01-21,18:00,12.0,62
2025-01-21,18:15,13.5,58
2025-01-21,18:30,12.3,66
2025-01-21,18:45,13.7,67
2025-01-21,19:00,11.3,69
2025-01-21,19:15,13.4,70
2025-01-21,19:30,11.7,70
2025-01-21,19:45,13.8,70
2025-01-21,20:00,14.4,67
2025-01-21,20:15,12.7,70
2025-01-21,20:30,14.3,74
2025-01-21,20:45,14.5,72
2025-01-21,21:00,14.1,70
2025-01-21,21:15,16.3,75
2025-01-21,21:30,15.2,74
2025-01-21,21:45,17.7,74
2025-01-21,22:00,18.0,79
2025-01-21,22:15,16.8,74
2025-01-21,22:30,18.4,83
2025-01-21,22:45,18.5,75
2025-01-21,23:00,18.9,78
2025-01-21,23:15,19.5,83
2025-01-21,23:30,20.7,78
2025-01-21,23:45,22.3,80
2025-01-21,00:00,22.5,80
2025-01-21,00:15,24.0,75
2025-01-21,00:30,22.9,83
2025-01-21,00:45,24.7,79
2025-01-22,00:00,22.1,83
2025-01-22,00:15,23.2,77
2025-01-22,00:30,24.6,82
2025-01-22,00:45,23.6,77
2025-01-22,01:00,24.0,76
2025-01-22,01:15,25.3,81
2025-01-22,01:30,26.8,78
2025-01-22,01:45,27.3,75
2025-01-22,02:00,27.4,75
2025-01-22,02:15,28.5,73
2025-01-22,02:30,28.8,79
2025-01-22,02:45,28.3,74
2025-01-22,03:00,28.4,72
2025-01-22,03:15,29.0,71
2025-01-22,03:30,30.1,74
2025-01-22,03:45,31.0,70
2025-01-22,04:00,32.0,71
2025-01-22,04:15,29.9,73
2025-01-22,04:30,32.4,71
2025-01-22,04:45,30.7,70
2025-01-22,05:00,32.4,60
2025-01-22,05:15,32.2,67
2025-01-22,05:30,33.2,66
2025-01-22,05:45,32.8,63
2025-01-22,06:00,32.7,57
2025-01-22,06:15,33.5,58
2025-01-22,06:30,32.1,55
2025-01-22,06:45,33.1,59
2025-01-22,07:00,30.6,53
2025-01-22,07:15,32.5,58
2025-01-22,07:30,29.8,47
2025-01-22,07:45,31.0,48
2025-01-22,08:00,29.5,47
2025-01-22,08:15,30.5,44
2025-01-22,08:30,30.7,48
2025-01-22,08:45,28.3,46
2025-01-22,09:00,28.4,49
2025-01-22,09:15,27.2,42
2025-01-22,09:30,27.7,44
2025-01-22,09:45,28.9,42
2025-01-22,10:00,25.7,43
2025-01-22,10:15,25.9,43
2025-01-22,10:30,25.5,38
2025-01-22,10:45,25.9,45
2025-01-22,11:00,24.7,44
2025-01-22,11:15,24.6,36
2025-01-22,11:30,22.0,40
2025-01-22,11:45,21.6,41
2025-01-22,12:00,22.4,36
2025-01-22,12:15,20.7,40
2025-01-22,12:30,21.3,42
2025-01-22,12:45,20.2,43
2025-01-22,13:00,18.6,38
2025-01-22,13:15,18.7,36
2025-01-22,13:30,18.5,38
2025-01-22,13:45,19.0,43
2025-01-22,14:00,16.7,43
2025-01-22,14:15,15.2,46
2025-01-22,14:30,16.4,43
2025-01-22,14:45,15.3,41
2025-01-22,15:00,13.6,46
2025-01-22,15:15,14.3,48
2025-01-22,15:30,14.7,43
2025-01-22,15:45,13.9,45
2025-01-22,16:00,14.5,47
2025-01-22,16:15,11.7,53
2025-01-22,16:30,11.4,53
2025-01-22,16:45,13.8,57
2025-01-22,17:00,13.6,51
2025-01-22,17:15,10.9,53
2025-01-22,17:30,11.5,59
2025-01-22,17:45,11.0,61
2025-01-22,18:00,11.9,61
2025-01-22,18:15,13.1,56
2025-01-22,18:30,12.0,64
2025-01-22,18:45,11.2,60
2025-01-22,19:00,12.9,63
2025-01-22,19:15,11.2,63
2025-01-22,19:30,13.1,68
2025-01-22,19:45,14.5,70
2025-01-22,20:00,14.2,69
2025-01-22,20:15,15.1,70
2025-01-22,20:30,12.6,67
2025-01-22,20:45,15.8,76
2025-01-22,21:00,15.5,73
2025-01-22,21:15,16.0,78
2025-01-22,21:30,16.0,75
2025-01-22,21:45,15.6,71
2025-01-22,22:00,17.6,76
2025-01-22,22:15,18.9,76
2025-01-22,22:30,17.0,75
2025-01-22,22:45,19.2,77
2025-01-22,23:00,19.3,80
2025-01-22,23:15,21.4,81
2025-01-22,23:30,21.3,81
2025-01-22,23:45,22.2,82
2025-01-22,00:00,22.4,76
2025-01-22,00:15,22.9,77
2025-01-22,00:30,23.2,84
2025-01-22,00:45,24.8,81
2025-01-23,00:00,22.7,77
2025-01-23,00:15,24.0,83
2025-01-23,00:30,22.0,78
2025-01-23,00:45,23.6,75
2025-01-23,01:00,24.1,79
2025-01-23,01:15,24.2,79
2025-01-23,01:30,27.1,79
2025-01-23,01:45,25.6,74
2025-01-23,02:00,27.4,76
2025-01-23,02:15,27.1,77
2025-01-23,02:30,28.4,78
2025-01-23,02:45,28.6,77
2025-01-23,03:00,28.0,74
2025-01-23,03:15,28.5,69
2025-01-23,03:30,28.6,75
2025-01-23,03:45,31.0,68
2025-01-23,04:00,30.4,68
2025-01-23,04:15,29.9,69
2025-01-23,04:30,30.6,72
2025-01-23,04:45,31.1,69
2025-01-23,05:00,32.8,68
